"","IE_5_3.1","IE_5_3.2","IE_5_3.3","IE_5_3.4","IE_5_3.5","IE_5_3.6","IE_5_3.7","IE_5_3.8","IE_5_3.9","IE_5_3.10","IE_5_3.11","IE_5_3.12","IE_5_3.13","IE_5_3.14","IE_5_3.15","IE_5_3.16"
"JUN 2006",90.9,0.19,6.43,0.19,3.71,0.19,3.10,0.47,7.04,-0.72,12.31,5.72,1.57,1.04,4.80,15.86
"JUL 2006",91.4,0.57,6.50,0.19,3.80,0.10,3.30,0.47,7.32,1.90,11.50,5.94,1.66,1.41,5.78,14.63
"AGO 2006",91.5,0.09,5.86,-0.10,3.29,0.10,3.30,0.19,7.41,0.00,8.07,5.65,1.72,1.41,5.94,13.01
"SEP 2006",91.0,-0.56,4.43,-0.19,2.99,0.00,3.30,0.28,6.96,-2.67,2.53,4.55,1.46,1.72,5.87,8.18
"OCT 2006",90.7,-0.28,3.73,-0.29,2.38,0.19,3.29,0.65,7.34,-2.28,-0.37,3.87,1.47,1.82,5.92,5.05
"NOV 2006",90.6,-0.09,3.73,0.00,2.48,0.10,3.29,0.09,7.02,-0.75,-0.09,4.07,1.42,1.91,5.68,6.09
"DIC 2006",90.7,0.09,3.83,0.00,1.98,0.19,3.28,0.09,7.01,0.00,1.05,3.78,1.29,1.52,5.69,5.57
"ENE 2007",91.4,0.76,3.10,0.39,0.98,1.25,3.54,0.92,6.63,1.04,0.19,2.64,1.13,1.95,5.47,1.02
"FEB 2007",91.9,0.56,2.88,0.48,0.78,0.47,3.42,1.10,6.96,-0.19,-1.11,2.41,1.22,2.28,5.37,-0.19
"MAR 2007",92.5,0.65,3.26,0.48,1.36,0.38,3.61,0.63,6.81,1.03,-0.18,2.25,1.16,2.16,5.51,-0.69
"ABR 2007",93.0,0.56,3.24,0.48,1.84,0.09,3.41,0.72,6.86,0.74,-0.91,1.88,1.37,2.04,5.53,-2.13
"MAY 2007",93.5,0.46,3.03,0.10,1.74,0.28,3.40,0.54,6.32,0.82,-1.17,2.06,1.48,2.24,5.05,-1.50
"JUN 2007",93.6,0.18,3.02,0.10,1.64,0.09,3.29,0.18,6.01,0.36,-0.09,1.94,1.52,2.12,4.91,-1.41
"JUL 2007",93.8,0.18,2.63,0.19,1.64,0.09,3.29,0.09,5.61,0.73,-1.24,1.51,1.85,1.89,4.23,-2.50
"AGO 2007",94.0,0.18,2.72,0.38,2.12,0.09,3.29,0.09,5.50,-0.27,-1.51,1.53,2.25,1.75,4.12,-2.68
"SEP 2007",94.2,0.27,3.58,0.57,2.90,0.19,3.48,0.18,5.40,0.45,1.64,2.50,2.87,1.84,4.03,0.85
"OCT 2007",94.9,0.73,4.64,0.94,4.17,0.09,3.38,0.35,5.08,1.53,5.61,3.22,3.53,1.58,3.81,3.84
"NOV 2007",95.5,0.63,5.40,0.19,4.36,0.09,3.37,0.09,5.08,2.48,9.04,4.28,3.90,1.60,3.70,8.04
"DIC 2007",95.9,0.36,5.68,0.46,4.85,0.00,3.18,0.00,4.98,1.04,10.17,4.47,4.21,2.12,3.45,8.62
"ENE 2008",97.2,1.34,6.29,0.93,5.41,0.93,2.85,1.41,5.48,1.88,11.09,4.96,4.53,1.60,3.48,10.70
"FEB 2008",97.8,0.62,6.35,0.64,5.58,0.28,2.65,1.47,5.88,-0.25,11.02,5.29,4.73,1.47,3.93,11.50
"MAR 2008",98.6,0.88,6.59,0.27,5.36,0.18,2.45,0.68,5.93,2.27,12.38,5.62,5.10,1.42,3.87,12.70
"ABR 2008",99.2,0.61,6.64,0.27,5.14,0.18,2.54,0.59,5.80,1.56,13.30,6.03,4.93,1.55,3.63,14.36
"MAY 2008",100.4,1.21,7.44,0.09,5.14,0.09,2.35,0.59,5.86,4.45,17.38,6.71,4.86,1.73,3.78,17.35
"JUN 2008",101.5,1.11,8.43,0.18,5.23,0.09,2.35,0.50,6.20,3.57,21.12,7.77,4.86,1.94,4.39,20.42
"JUL 2008",103.3,1.77,10.16,0.09,5.12,0.28,2.53,1.08,7.26,5.91,27.36,8.90,4.63,2.00,5.37,23.82
"AGO 2008",102.7,-0.66,9.22,0.09,4.82,0.09,2.53,0.41,7.60,-3.53,23.20,8.22,4.24,2.22,5.31,21.53
"SEP 2008",102.1,-0.58,8.29,-0.09,4.14,0.09,2.43,-0.25,7.15,-2.20,19.95,7.73,3.70,2.18,5.39,19.31
"OCT 2008",100.8,-1.26,6.15,-0.36,2.79,0.09,2.43,-1.40,5.28,-2.77,14.87,6.17,2.84,2.52,3.88,14.54
"NOV 2008",98.3,-2.47,2.88,-0.36,2.23,0.00,2.33,-2.17,2.90,-6.93,4.32,3.07,1.90,2.36,2.25,4.94
"DIC 2008",96.2,-2.10,0.36,-0.18,1.57,0.00,2.33,-1.88,0.97,-6.46,-3.42,1.49,1.20,1.99,0.88,0.55
"ENE 2009",96.7,0.45,-0.53,0.27,0.92,0.55,1.94,-1.22,-1.65,3.19,-2.18,-0.39,-0.54,1.82,-1.27,-2.28
"FEB 2009",96.7,0.00,-1.14,0.09,0.36,-0.09,1.57,-0.18,-3.25,0.00,-1.93,-1.48,-1.00,1.71,-2.94,-3.87
"MAR 2009",96.1,-0.53,-2.52,-0.45,-0.36,-0.09,1.29,-0.44,-4.33,-0.94,-5.02,-2.81,-1.62,1.47,-4.07,-7.04
"ABR 2009",95.9,-0.27,-3.37,-0.18,-0.82,0.09,1.19,-0.62,-5.48,-0.35,-6.80,-4.42,-1.83,1.14,-5.21,-11.01
"MAY 2009",96.0,0.09,-4.44,-0.18,-1.09,0.00,1.10,-0.27,-6.29,1.13,-9.77,-5.50,-2.06,0.74,-6.03,-13.54
"JUN 2009",96.6,0.63,-4.90,0.00,-1.26,-0.09,0.92,-0.18,-6.92,3.18,-10.10,-6.19,-2.33,0.40,-6.72,-14.59
"JUL 2009",96.4,-0.18,-6.73,0.09,-1.26,-0.09,0.55,0.18,-7.76,-1.00,-15.97,-8.15,-2.52,0.15,-7.82,-19.44
"AGO 2009",97.0,0.62,-5.52,0.46,-0.90,-0.18,0.27,0.45,-7.72,1.60,-11.50,-7.25,-2.66,-0.06,-7.59,-16.48
"SEP 2009",96.6,-0.44,-5.38,0.09,-0.72,0.18,0.36,-0.09,-7.58,-2.15,-11.46,-7.49,-2.79,-0.33,-7.50,-16.91
"OCT 2009",96.5,-0.09,-4.26,-0.36,-0.72,-0.09,0.18,-0.09,-6.35,0.59,-8.40,-6.50,-2.95,-0.52,-6.47,-14.03
"NOV 2009",96.5,0.00,-1.83,-0.27,-0.64,0.00,0.18,-0.36,-4.61,0.84,-0.75,-4.45,-2.40,-0.48,-4.91,-8.57
"DIC 2009",96.6,0.09,0.36,-0.09,-0.55,-0.09,0.09,0.09,-2.70,0.17,6.28,-3.01,-2.02,-0.53,-3.35,-4.86
"ENE 2010",97.5,0.98,0.89,0.27,-0.54,0.18,-0.27,0.63,-0.88,3.25,6.35,-1.16,-0.66,-0.55,-1.39,-0.97
"FEB 2010",97.7,0.21,1.10,0.07,-0.57,0.24,0.06,0.37,-0.34,0.18,6.53,-0.58,-0.55,-0.60,-0.19,-0.12
"MAR 2010",98.6,0.87,2.53,0.14,0.03,0.01,0.15,0.65,0.75,2.51,10.24,0.64,-0.42,-0.42,1.05,2.86
"ABR 2010",99.8,1.27,4.10,0.06,0.27,0.03,0.10,1.80,3.20,2.76,13.68,2.36,-0.31,-0.19,2.77,7.32
"MAY 2010",100.1,0.29,4.31,-0.11,0.35,-0.09,0.01,0.88,4.38,0.28,12.72,2.82,0.01,0.06,4.01,6.99
"JUN 2010",100.2,0.08,3.74,-0.02,0.32,0.21,0.31,0.14,4.71,0.05,9.31,2.92,0.24,0.32,4.38,6.15
"JUL 2010",100.1,-0.10,3.83,0.03,0.26,0.01,0.41,-0.29,4.22,-0.08,10.33,3.99,0.45,0.45,4.64,9.58
"AGO 2010",100.4,0.28,3.47,0.47,0.28,0.11,0.71,1.05,4.84,-0.75,7.78,3.54,0.62,0.58,4.77,7.50
"SEP 2010",100.6,0.20,4.14,0.20,0.39,0.16,0.68,0.56,5.52,-0.19,9.94,4.21,0.88,0.73,5.21,9.24
"OCT 2010",100.9,0.37,4.62,0.20,0.96,-0.06,0.71,0.14,5.77,1.06,10.45,4.12,1.38,0.74,5.50,8.19
"NOV 2010",101.5,0.54,5.19,0.09,1.33,0.10,0.82,0.67,6.86,1.16,10.79,4.35,1.60,0.89,5.75,8.32
"DIC 2010",102.7,1.17,6.32,0.46,1.88,0.03,0.94,0.84,7.67,2.96,13.88,5.08,1.93,0.84,6.23,10.37
"ENE 2011",104.7,1.93,7.33,0.46,2.07,0.27,1.03,1.87,9.00,4.79,15.59,5.44,2.14,1.20,7.04,10.09
"FEB 2011",105.7,0.98,8.15,0.54,2.55,0.07,0.85,1.49,10.22,1.39,16.99,6.07,2.68,1.52,7.91,10.76
"MAR 2011",106.5,0.79,8.06,0.14,2.55,0.10,0.95,0.45,10.01,2.31,16.77,6.36,3.06,1.53,7.89,11.58
"ABR 2011",107.1,0.55,7.29,0.29,2.79,0.12,1.04,0.54,8.65,1.10,14.88,6.44,3.62,1.58,7.32,11.86
"MAY 2011",106.8,-0.24,6.72,0.11,3.01,0.01,1.14,0.28,8.01,-1.39,12.97,5.91,3.73,1.53,6.55,10.78
"JUN 2011",106.9,0.03,6.67,0.06,3.10,0.08,1.01,-0.09,7.76,0.12,13.04,5.53,3.56,1.48,6.36,9.74
"JUL 2011",107.7,0.77,7.60,0.22,3.29,0.14,1.14,0.11,8.20,2.53,15.98,5.82,3.52,1.66,6.24,10.67
"AGO 2011",107.3,-0.39,6.89,0.17,2.98,0.08,1.11,-0.17,6.89,-1.51,15.10,5.67,3.51,1.60,5.72,10.63
"SEP 2011",107.5,0.19,6.88,0.01,2.78,-0.06,0.89,-0.24,6.04,1.04,16.51,5.59,3.52,1.48,5.00,11.35
"OCT 2011",107.6,0.15,6.64,-0.03,2.54,0.12,1.07,-0.39,5.47,0.99,16.43,5.55,3.51,1.51,4.14,12.02
"NOV 2011",107.8,0.13,6.20,0.16,2.62,-0.07,0.90,-0.50,4.25,0.88,16.12,5.40,3.62,1.40,3.49,11.98
"DIC 2011",107.8,0.01,4.98,0.02,2.17,-0.15,0.71,-0.41,2.95,0.53,13.38,4.37,3.23,1.41,2.67,9.33
"ENE 2012",109.7,1.78,4.83,0.22,1.93,0.28,0.72,0.62,1.69,5.51,14.16,4.04,3.08,1.35,1.64,9.50
"FEB 2012",110.5,0.74,4.58,0.20,1.58,0.06,0.71,0.82,1.02,1.51,14.29,3.89,2.90,1.15,1.02,9.71
"MAR 2012",111.3,0.68,4.47,0.24,1.69,-0.04,0.57,0.62,1.18,1.55,13.44,3.59,2.80,1.15,0.91,8.86
"ABR 2012",110.5,-0.67,3.20,0.37,1.77,0.02,0.46,0.47,1.11,-3.22,8.59,2.88,2.40,1.18,0.55,6.90
"MAY 2012",110.4,-0.09,3.36,0.16,1.82,-0.00,0.45,0.15,0.98,-0.65,9.40,2.68,2.04,1.10,0.40,6.51
"JUN 2012",109.7,-0.63,2.68,0.01,1.76,0.25,0.62,-0.48,0.60,-1.88,7.23,2.15,2.07,1.12,-0.01,5.28
"JUL 2012",110.8,1.00,2.91,0.69,2.24,-0.01,0.48,-0.13,0.36,3.03,7.75,1.96,2.09,0.97,-0.31,4.95
"AGO 2012",112.2,1.23,4.58,0.61,2.69,-0.02,0.37,0.49,1.02,3.26,12.97,2.88,2.33,0.87,0.13,7.81
"SEP 2012",112.1,-0.08,4.30,0.83,3.54,0.06,0.50,0.36,1.63,-1.53,10.09,2.80,2.59,0.81,0.60,6.73
"OCT 2012",111.9,-0.21,3.93,0.02,3.59,-0.11,0.27,-0.12,1.91,-0.59,8.37,2.65,2.62,0.82,1.13,5.54
"NOV 2012",111.3,-0.52,3.26,-0.04,3.38,0.03,0.37,-0.15,2.26,-1.68,5.62,2.26,2.43,0.81,1.31,4.13
"DIC 2012",111.3,0.02,3.26,0.14,3.50,0.04,0.57,0.17,2.85,-0.29,4.76,2.23,2.49,0.81,1.50,3.83
"ENE 2013",112.6,1.19,2.66,0.51,3.81,-0.05,0.24,0.26,2.49,3.60,2.86,1.70,2.41,0.78,1.22,2.02
"FEB 2013",112.9,0.24,2.16,0.12,3.72,0.05,0.23,0.15,1.80,0.55,1.89,1.28,2.14,0.81,0.73,1.41
"MAR 2013",111.2,-1.49,-0.05,0.07,3.54,0.01,0.28,-0.13,1.05,-5.34,-5.02,0.51,1.96,0.71,0.32,-0.56
"ABR 2013",109.9,-1.21,-0.59,-0.08,3.08,0.09,0.35,-0.52,0.05,-3.93,-5.72,-0.26,1.75,0.61,-0.34,-2.42
"MAY 2013",111.1,1.16,0.65,-0.04,2.87,-0.31,0.04,-0.28,-0.38,5.06,-0.29,-0.30,1.93,0.59,-0.60,-2.36
"JUN 2013",111.2,0.03,1.32,0.19,3.06,-0.26,-0.47,-0.40,-0.30,0.48,2.11,0.15,2.01,0.54,-0.55,-1.05
"JUL 2013",112.2,0.92,1.24,-0.01,2.34,0.24,-0.23,-0.43,-0.61,3.76,2.84,-0.04,2.05,0.55,-0.55,-1.46
"AGO 2013",112.1,-0.10,-0.10,0.03,1.75,0.18,-0.03,-0.26,-1.34,-0.23,-0.65,-0.90,1.85,0.56,-1.03,-3.68
"SEP 2013",112.3,0.17,0.14,0.07,0.98,-0.14,-0.23,-0.13,-1.83,0.75,1.66,-0.88,1.53,0.57,-1.62,-2.88
"OCT 2013",111.7,-0.52,-0.17,-0.40,0.56,-0.05,-0.17,-0.30,-2.00,-1.10,1.13,-1.29,1.03,0.53,-1.77,-3.63
"NOV 2013",110.7,-0.85,-0.50,-0.20,0.40,-0.13,-0.33,-0.16,-2.01,-2.64,0.14,-1.15,0.86,0.49,-1.73,-3.09
"DIC 2013",112.0,1.13,0.61,-0.28,-0.03,-0.02,-0.39,-0.16,-2.33,4.65,5.10,-0.74,0.82,0.57,-1.68,-1.77
"ENE 2014",110.5,-1.36,-1.92,-0.09,-0.63,0.23,-0.11,0.16,-2.43,-5.22,-3.85,-1.32,0.70,0.40,-1.66,-3.46
"FEB 2014",109.4,-1.00,-3.13,-0.15,-0.90,-0.15,-0.31,-0.25,-2.81,-3.33,-7.57,-1.68,0.54,0.31,-1.80,-4.41
"MAR 2014",109.5,0.15,-1.52,0.04,-0.92,0.26,-0.06,-0.21,-2.89,0.63,-1.73,-1.67,0.45,0.33,-1.92,-4.42
"ABR 2014",109.7,0.13,-0.19,0.14,-0.70,-0.01,-0.16,0.17,-2.22,0.15,2.44,-1.29,0.69,0.27,-1.52,-3.62
"MAY 2014",110.6,0.84,-0.50,0.17,-0.49,0.05,0.21,0.01,-1.93,3.07,0.50,-1.08,0.54,0.34,-1.21,-3.08
"JUN 2014",111.5,0.85,0.32,-0.00,-0.68,-0.06,0.41,0.17,-1.37,3.12,3.14,-0.91,0.36,0.38,-0.93,-2.51
"JUL 2014",111.6,0.05,-0.54,0.18,-0.49,0.21,0.38,-0.01,-0.96,-0.09,-0.69,-1.29,0.17,0.43,-0.62,-4.07
"AGO 2014",110.6,-0.86,-1.29,0.26,-0.26,0.02,0.22,-0.22,-0.92,-3.29,-3.73,-1.50,-0.06,0.46,-0.61,-4.96
"SEP 2014",111.3,0.56,-0.90,-0.17,-0.50,0.20,0.56,0.07,-0.72,2.15,-2.39,-1.47,-0.43,0.56,-0.53,-4.56
"OCT 2014",110.3,-0.82,-1.20,-0.20,-0.29,-0.13,0.48,-0.08,-0.49,-2.72,-3.99,-1.33,-0.60,0.58,-0.44,-4.10
"NOV 2014",109.1,-1.15,-1.50,0.04,-0.06,-0.10,0.51,-0.29,-0.62,-4.13,-5.45,-1.56,-0.62,0.62,-0.50,-4.93
"DIC 2014",107.9,-1.06,-3.63,0.16,0.38,0.12,0.65,-0.33,-0.80,-4.06,-13.32,-2.68,-0.70,0.63,-1.02,-8.34
"ENE 2015",107.4,-0.48,-2.78,0.38,0.86,0.20,0.62,-0.29,-1.25,-2.04,-10.41,-3.53,-0.86,0.71,-1.66,-10.53
"FEB 2015",107.7,0.24,-1.56,0.09,1.11,0.02,0.79,-0.16,-1.16,0.99,-6.41,-2.75,-0.73,0.69,-1.69,-8.06
"MAR 2015",108.1,0.45,-1.26,0.15,1.21,-0.02,0.51,0.57,-0.39,0.92,-6.13,-2.27,-0.58,0.67,-1.19,-6.77
"ABR 2015",108.6,0.47,-0.92,0.10,1.17,0.09,0.61,0.57,0.01,0.96,-5.37,-2.10,-0.81,0.77,-0.81,-6.37
"MAY 2015",109.0,0.34,-1.42,0.10,1.11,0.31,0.87,0.21,0.21,0.78,-7.48,-1.96,-0.82,0.70,-0.59,-6.24
"JUN 2015",110.0,0.91,-1.37,0.06,1.17,0.08,1.00,0.06,0.11,3.24,-7.38,-2.11,-0.80,0.69,-0.61,-6.76
"JUL 2015",110.1,0.10,-1.33,0.29,1.28,0.07,0.86,-0.23,-0.11,0.26,-7.05,-2.08,-0.80,0.68,-0.75,-6.50
"AGO 2015",108.2,-1.73,-2.19,0.32,1.33,0.04,0.88,-0.45,-0.35,-6.22,-9.87,-2.64,-0.72,0.62,-1.12,-8.23
"SEP 2015",107.2,-0.91,-3.62,-0.17,1.33,0.26,0.94,-0.53,-0.95,-2.87,-14.30,-3.20,-0.43,0.62,-1.55,-10.03
"OCT 2015",106.4,-0.75,-3.56,-0.37,1.17,-0.24,0.83,-0.59,-1.46,-1.71,-13.41,-3.22,-0.12,0.61,-1.94,-9.80
"NOV 2015",106.3,-0.15,-2.58,-0.23,0.90,0.05,0.97,-0.61,-1.78,0.37,-9.35,-3.16,-0.23,0.61,-2.07,-9.32
"DIC 2015",105.5,-0.69,-2.23,-0.06,0.67,0.01,0.87,-0.19,-1.63,-2.44,-7.82,-3.00,-0.27,0.57,-1.86,-8.94
"ENE 2016",102.9,-2.53,-4.24,0.16,0.45,0.08,0.74,-0.40,-1.74,-9.69,-15.02,-2.91,-0.12,0.44,-1.64,-8.60
"FEB 2016",101.5,-1.31,-5.72,-0.16,0.20,0.05,0.77,-0.52,-2.10,-4.72,-19.83,"_","_","_","_","_"
